id_pedido,data_pedido,categoria,preco,custo_produto,quantidade,metodo_pagamento,dias_de_entrega,retornou,total,frete,idade_do_cliente,nota_avaliacao,estado
O122743,2024-07-03,Moradia,474.22,313.38,1,Pix,3,Não,450.51,11.33,46,5,RJ
O123610,2024-07-03,Alimentos,28.78,16.37,1,Pix,4,Não,28.78,6.24,18,4,SP
O123909,2024-07-03,Eletrônicos,401.55,135.73,2,Cartão de Crédito,5,Não,762.94,16.67,27,4,MG
O124226,2024-07-03,Moradia,87.38,47.4,3,Cartão de Crédito,7,Não,262.14,11.88,51,5,BA
O124501,2024-07-03,Alimentos,12.67,7.74,1,Cartão de Débito,1,Não,12.67,6.89,36,4,RJ
O124708,2024-07-03,Beleza,56.5,19.23,1,Cartão de Débito,2,Não,56.5,3.48,26,5,SP
O125933,2024-07-03,Vestuário,86.7,40.76,2,Pix,11,Não,173.4,12.5,35,1,MA
O126514,2024-07-03,Beleza,135.54,71.54,2,Pix,10,Não,271.08,11.8,19,1,PE
O126543,2024-07-03,Vestuário,264.74,101.93,4,Pix,5,Não,1058.96,12.2,51,4,PR
O128006,2024-07-03,Eletrônicos,482.25,317.98,1,Pix,4,Sim,482.25,7.89,39,5,SP
O128373,2024-07-03,Vestuário,189.61,106.48,2,Pix,2,Não,341.3,9.53,37,5,SP
O128421,2024-07-03,Beleza,165.85,74.18,1,Cartão de Crédito,4,Não,165.85,6.14,50,5,SP
O129455,2024-07-03,Vestuário,16.48,9.99,1,Cartão de Crédito,6,Não,16.48,3.96,37,4,RS
O130647,2024-07-03,Esportes,424.95,294.2,1,Cartão de Débito,4,Não,424.95,9.3,24,4,SP
O130833,2024-07-03,Moradia,248.41,171.29,1,Pix,6,Não,248.41,9.13,42,5,GO
O131438,2024-07-03,Esportes,446.23,310.75,1,Cartão de Crédito,10,Não,446.23,15.65,36,3,RR
O131764,2024-07-03,Moradia,90.21,38.99,1,Cartão de Crédito,2,Não,90.21,12.42,45,5,RJ
O131955,2024-07-03,Vestuário,28.24,16.83,2,Cartão de Crédito,4,Não,56.48,6.51,33,5,RJ
O134069,2024-07-03,Vestuário,25.69,12.42,1,Cartão de Crédito,3,Não,24.41,4.95,24,5,SC
O100346,2024-07-02,Eletrônicos,1038.3,404.68,2,Cartão de Crédito,14,Não,2076.6,11.81,30,2,PB
O102125,2024-07-02,Beleza,52.51,35.8,1,Cartão de Crédito,5,Não,47.26,9.54,40,5,ES
O102751,2024-07-02,Brinquedos,12.81,07.06,1,Cartão de Crédito,2,Não,11.53,6.83,40,5,SP
O104113,2024-07-02,Esportes,107.92,38.71,1,Cartão de Crédito,5,Não,107.92,6.8,24,4,SP
O105126,2024-07-02,Vestuário,183.96,113.05,5,Pix,11,Não,781.83,12.32,44,1,BA
O105276,2024-07-02,Moradia,39.79,20.85,1,Pix,4,Sim,39.79,6.55,28,5,PR
O107773,2024-07-02,Brinquedos,114.88,46.68,1,Pix,2,Não,103.39,7.1,42,5,SP
O108542,2024-07-02,Vestuário,35.89,19.16,1,Pix,4,Não,32.3,5.61,37,5,MG
O109598,2024-07-02,Eletrônicos,938.89,350.37,1,Cartão de Débito,9,Não,798.06,11.6,52,4,CE
O109612,2024-07-02,Moradia,169.36,95.38,3,Cartão de Débito,5,Não,508.08,10.29,41,5,SP
O109677,2024-07-02,Vestuário,76.52,52.27,1,Pix,5,Não,76.52,10.64,64,4,DF
O111640,2024-07-02,Beleza,23.52,09.01,4,Cartão de Crédito,2,Não,65.86,8.5,38,5,SP
O113876,2024-07-02,Moradia,346.82,216.05,1,Cartão de Débito,10,Sim,346.82,8.23,31,2,CE
O114064,2024-07-02,Alimentos,78.35,46.01,1,Cartão de Débito,5,Não,54.84,4.22,18,3,RS
O115870,2024-07-02,Alimentos,3.15,1.22,1,Cartão de Crédito,2,Não,3.15,02.04,39,5,SP
O117199,2024-07-02,Brinquedos,131.78,70.26,1,Pix,4,Não,131.78,12.21,48,5,SC
O118843,2024-07-02,Alimentos,6.6,3.88,1,Pix,12,Não,6.6,2.28,40,1,CE
O118967,2024-07-02,Brinquedos,22.79,12.98,1,Cartão de Débito,7,Não,15.95,5.56,41,3,MA
O119287,2024-07-02,Beleza,292.23,191.49,2,Cartão de Crédito,2,Não,555.24,10.39,53,5,RJ
O119306,2024-07-02,Vestuário,392.53,120.45,1,Pix,3,Não,333.65,9.27,23,5,PR
O119729,2024-07-02,Beleza,58.0,22.17,1,Cartão de Crédito,6,Não,58.0,6.82,32,4,RS
O120922,2024-07-02,Esportes,109.02,76.13,1,Pix,2,Não,109.02,14.9,46,5,MG
O122626,2024-07-02,Alimentos,48.97,28.83,3,Pix,6,Não,146.91,7.41,18,4,ES
O122714,2024-07-02,Eletrônicos,580.19,236.7,1,Cartão de Crédito,3,Não,551.18,11.92,24,4,SP
O122803,2024-07-02,Alimentos,13.03,6.52,2,Cartão de Débito,2,Não,26.06,3.49,28,4,SP
O124866,2024-07-02,Beleza,181.6,99.29,1,Cartão de Débito,5,Não,181.6,11.74,48,5,MG
O125476,2024-07-02,Esportes,62.02,21.42,1,Cartão de Crédito,3,Não,62.02,6.27,30,5,SP
O126235,2024-07-02,Esportes,155.38,98.51,2,Cartão de Débito,12,Não,310.76,15.72,31,2,PA
O126985,2024-07-02,Eletrônicos,1147.07,582.33,2,Cartão de Débito,5,Não,2294.14,18.68,36,4,PR
O127381,2024-07-02,Eletrônicos,166.69,67.76,1,Cartão de Crédito,2,Não,166.69,13.14,35,5,MG
O129081,2024-07-02,Brinquedos,8.41,5.59,1,Cartão de Débito,14,Não,8.41,0.68,29,1,PE
O129335,2024-07-02,Brinquedos,55.59,25.87,1,Cartão de Crédito,3,Não,50.03,6.84,28,5,RJ
O129636,2024-07-02,Eletrônicos,608.54,410.77,2,Cartão de Débito,3,Não,1217.08,13.96,33,5,MG
O130154,2024-07-02,Vestuário,55.15,37.04,1,Cartão de Débito,3,Sim,55.15,8.58,51,5,SP
O130517,2024-07-02,Beleza,6.8,3.29,2,Cartão de Débito,3,Não,12.24,4.36,27,4,RJ
O130843,2024-07-02,Brinquedos,8.94,5.44,1,Pix,2,Não,7.6,3.91,34,5,SP
O131132,2024-07-02,Moradia,613.93,254.76,1,Boleto,6,Não,613.93,9.25,29,4,SC
O131480,2024-07-02,Moradia,981.18,421.03,1,Cartão de Crédito,5,Não,932.12,9.89,31,4,MG
O133622,2024-07-02,Alimentos,35.99,24.09,3,Pix,5,Não,107.97,6.97,27,4,SP
O134322,2024-07-02,Brinquedos,43.76,13.8,1,Pix,2,Não,37.2,8.65,30,4,MG
O102004,2024-07-01,Brinquedos,36.14,20.9,1,Pix,2,Não,36.14,7.18,47,5,SP
O102585,2024-07-01,Esportes,219.42,77.5,3,Cartão de Crédito,4,Não,658.26,15.18,24,5,MT
O102925,2024-07-01,Eletrônicos,1364.8,586.46,1,Cartão de Crédito,3,Não,1228.32,14.26,34,5,SP
O103778,2024-07-01,Moradia,670.7,245.42,1,Cartão de Crédito,5,Não,670.7,12.69,35,4,DF
O103915,2024-07-01,Eletrônicos,938.01,396.22,3,Pix,3,Não,2673.33,12.3,40,4,MG
O104046,2024-07-01,Eletrônicos,116.09,43.32,1,Cartão de Débito,5,Não,104.48,8.68,43,5,RS
O104063,2024-07-01,Vestuário,151.58,104.77,5,Cartão de Crédito,4,Não,757.9,9.59,36,4,SP
O104776,2024-07-01,Moradia,299.78,204.91,3,Cartão de Crédito,10,Não,899.34,18.7,33,2,SE
O111067,2024-07-01,Vestuário,23.85,16.33,4,Cartão de Crédito,4,Não,95.4,6.71,50,4,SP
O111423,2024-07-01,Moradia,1755.05,878.96,3,Cartão de Débito,7,Não,4738.64,16.88,18,4,RS
O112770,2024-07-01,Esportes,183.58,93.94,1,Pix,9,Não,183.58,9.5,25,5,RR
O113523,2024-07-01,Vestuário,28.34,18.42,1,Cartão de Débito,6,Não,28.34,06.09,41,5,ES
O114244,2024-07-01,Alimentos,113.35,66.93,1,Boleto,2,Não,107.68,4.6,51,4,MG
O115131,2024-07-01,Esportes,657.72,456.76,1,Cartão de Crédito,10,Não,657.72,16.14,35,1,RR
O115982,2024-07-01,Vestuário,131.39,49.55,1,Pix,5,Sim,131.39,11.94,34,5,SC
O115994,2024-07-01,Brinquedos,113.81,66.21,1,Cartão de Crédito,4,Não,102.43,11.77,20,3,SP
O116121,2024-07-01,Vestuário,80.33,40.13,1,Pix,5,Não,68.28,7.65,18,4,RJ
O116606,2024-07-01,Brinquedos,30.81,18.69,1,Cartão de Débito,2,Sim,24.65,4.67,18,5,SP
O118543,2024-07-01,Alimentos,29.91,11.76,3,Pix,3,Não,89.73,6.95,18,5,SP
O119428,2024-07-01,Eletrônicos,132.81,78.76,1,Cartão de Crédito,7,Não,132.81,11.54,36,5,BA
O119551,2024-07-01,Alimentos,5.93,1.93,1,Cartão de Crédito,5,Não,5.93,1.45,29,5,RS
O120714,2024-07-01,Esportes,392.37,133.2,1,Cartão de Débito,1,Não,392.37,8.39,46,5,SP
O121358,2024-07-01,Vestuário,76.83,37.93,1,Cartão de Débito,4,Não,76.83,10.04,51,5,ES
O122590,2024-07-01,Alimentos,22.28,11.75,1,Boleto,4,Não,22.28,7.16,43,5,SP
O122640,2024-07-01,Esportes,397.7,270.69,1,Cartão de Crédito,4,Não,357.93,9.52,37,3,MS
O123085,2024-07-01,Eletrônicos,1224.01,720.55,3,Cartão de Crédito,7,Não,3488.43,18.78,24,4,AL
O123912,2024-07-01,Moradia,58.49,22.86,1,Pix,11,Não,58.49,6.65,40,3,PB
O124315,2024-07-01,Brinquedos,120.92,70.28,1,Cartão de Débito,7,Não,120.92,10.72,26,4,PE
O124597,2024-07-01,Beleza,27.35,12.65,2,Boleto,3,Não,54.7,4.4,28,4,SP
O128720,2024-07-01,Moradia,422.75,244.39,5,Boleto,2,Não,1902.38,13.52,34,5,MG
O129627,2024-07-01,Brinquedos,29.32,16.21,2,Pix,3,Não,49.84,6.59,34,5,SP
O129894,2024-07-01,Brinquedos,67.57,39.53,1,Cartão de Crédito,4,Não,60.81,7.68,40,3,SP
O130100,2024-07-01,Alimentos,3.63,1.13,1,Pix,4,Não,3.45,1.19,29,4,RS
O130226,2024-07-01,Alimentos,12.55,7.85,2,Cartão de Crédito,3,Não,22.59,4.48,41,5,SP
O130252,2024-07-01,Moradia,365.71,117.05,2,Cartão de Débito,10,Não,694.85,9.24,28,2,SE
O132092,2024-07-01,Moradia,167.29,89.86,1,Cartão de Débito,5,Não,167.29,11.44,27,4,MT
O132839,2024-07-01,Alimentos,43.98,24.24,1,Pix,3,Não,41.78,6.52,22,4,RJ
O133595,2024-07-01,Vestuário,59.37,26.26,1,Boleto,4,Não,59.37,6.75,42,5,MG
O133849,2024-07-01,Alimentos,17.13,11.68,1,Cartão de Crédito,2,Não,17.13,4.23,30,4,MG
O133917,2024-07-01,Brinquedos,132.12,52.51,1,Pix,5,Não,132.12,6.43,27,5,ES
O133964,2024-07-01,Vestuário,50.89,26.91,1,Cartão de Crédito,3,Não,50.89,09.09,30,5,PR
O134415,2024-07-01,Beleza,19.86,9.3,1,Cartão de Débito,2,Sim,19.86,4.51,51,5,SP
O102296,2024-06-30,Esportes,137.46,72.29,1,Pix,3,Não,137.46,9.14,37,5,RJ
O102676,2024-06-30,Vestuário,127.93,87.69,1,Cartão de Crédito,3,Não,115.14,8.61,26,5,RJ
O102776,2024-06-30,Eletrônicos,483.16,203.57,1,Pix,8,Não,483.16,12.98,22,5,PI
O102992,2024-06-30,Beleza,5.12,3.47,2,Pix,3,Não,10.24,10.22,18,4,SP
O103063,2024-06-30,Eletrônicos,760.2,438.08,2,Pix,5,Não,1520.4,15.03,28,4,SP
O104039,2024-06-30,Eletrônicos,174.13,107.67,3,Cartão de Débito,6,Não,522.39,13.72,42,3,ES
O104100,2024-06-30,Eletrônicos,906.05,472.57,2,Cartão de Crédito,9,Não,1812.1,11.06,25,4,PA
O104233,2024-06-30,Brinquedos,35.71,14.95,1,Pix,7,Não,32.14,6.47,28,5,DF
O104691,2024-06-30,Beleza,30.6,15.58,5,Cartão de Crédito,3,Não,153.0,7.31,30,5,MG
O104913,2024-06-30,Beleza,281.24,127.36,1,Cartão de Crédito,7,Não,281.24,7.44,38,4,PR
O104982,2024-06-30,Eletrônicos,1428.08,659.72,2,Pix,7,Não,2713.35,21.48,31,4,RS
O108169,2024-06-30,Esportes,268.2,157.63,5,Cartão de Débito,2,Não,1072.8,14.39,25,5,SP
O108375,2024-06-30,Moradia,667.32,360.89,1,Cartão de Crédito,4,Não,667.32,14.48,32,5,RS
O108498,2024-06-30,Brinquedos,9.25,04.03,1,Cartão de Crédito,3,Não,8.79,3.71,27,4,SP
O109935,2024-06-30,Vestuário,41.96,20.79,1,Cartão de Crédito,4,Não,39.86,11.22,23,4,SP
O109983,2024-06-30,Moradia,368.06,194.64,1,Pix,7,Não,368.06,15.6,37,4,MA
O110510,2024-06-30,Moradia,411.29,286.02,1,Pix,3,Não,411.29,12.3,27,5,SP
O110626,2024-06-30,Eletrônicos,942.4,429.54,5,Cartão de Débito,10,Não,4712.0,16.03,29,3,PB
O110961,2024-06-30,Eletrônicos,441.27,269.4,1,Cartão de Crédito,1,Não,419.21,8.4,31,5,SP
O113181,2024-06-30,Vestuário,42.02,20.31,1,Pix,1,Não,37.82,3.66,23,5,SP
O113543,2024-06-30,Brinquedos,122.04,67.68,1,Cartão de Crédito,5,Não,109.84,9.13,28,3,RS
O113584,2024-06-30,Beleza,18.32,5.91,1,Boleto,9,Não,17.4,04.03,18,4,BA
O113822,2024-06-30,Brinquedos,51.64,24.33,1,Cartão de Crédito,3,Não,51.64,5.66,27,5,MG
O114255,2024-06-30,Brinquedos,10.74,05.01,3,Cartão de Débito,6,Não,25.78,06.08,18,4,ES
O116480,2024-06-30,Beleza,266.94,165.06,1,Cartão de Crédito,3,Não,186.86,7.4,58,5,SP
O116628,2024-06-30,Alimentos,14.99,6.57,4,Cartão de Crédito,4,Não,59.96,7.25,31,5,MT
O117034,2024-06-30,Alimentos,110.12,68.92,1,Cartão de Crédito,2,Não,99.11,10.39,44,5,SP
O117388,2024-06-30,Brinquedos,22.69,08.03,1,Cartão de Débito,8,Não,22.69,4.92,40,4,ES
O118287,2024-06-30,Moradia,543.28,164.2,3,Cartão de Crédito,4,Não,1466.86,17.71,43,5,RJ
O118388,2024-06-30,Beleza,30.94,12.46,3,Cartão de Crédito,11,Não,92.82,9.4,36,3,PE
O118537,2024-06-30,Eletrônicos,139.55,44.45,1,Cartão de Crédito,4,Não,132.57,8.75,45,5,PR
O119385,2024-06-30,Alimentos,61.98,35.32,3,Pix,2,Não,185.94,14.05,27,5,SP
O119731,2024-06-30,Vestuário,516.42,339.95,1,Pix,5,Não,516.42,9.79,36,5,MT
O120025,2024-06-30,Vestuário,282.41,192.93,1,Pix,1,Não,240.05,10.28,18,5,SP
O121032,2024-06-30,Alimentos,16.89,9.82,1,Pix,4,Não,13.51,6.3,25,4,SP
O121155,2024-06-30,Moradia,88.76,42.09,1,Cartão de Crédito,10,Não,79.88,8.67,39,1,PE
O121691,2024-06-30,Alimentos,46.34,21.48,1,Cartão de Débito,4,Não,46.34,10.2,44,5,SP
O121762,2024-06-30,Brinquedos,112.94,70.15,1,Cartão de Débito,3,Não,101.65,7.5,45,5,SP
O123867,2024-06-30,Eletrônicos,737.18,423.3,2,Cartão de Crédito,2,Não,1474.36,22.01,39,5,MG
O124043,2024-06-30,Alimentos,9.63,6.14,1,Pix,6,Não,9.63,3.91,30,5,PE
O124680,2024-06-30,Moradia,415.95,241.3,1,Cartão de Débito,3,Não,415.95,15.88,50,4,SP
O124834,2024-06-30,Eletrônicos,381.0,144.54,1,Cartão de Crédito,2,Não,361.95,9.82,28,5,MG
O126261,2024-06-30,Eletrônicos,739.29,451.6,2,Cartão de Crédito,5,Não,1478.58,19.3,43,5,SC
O127981,2024-06-30,Moradia,1464.84,649.71,1,Cartão de Débito,7,Não,1464.84,19.32,44,5,DF
O128112,2024-06-30,Esportes,132.95,51.41,1,Cartão de Débito,9,Não,126.3,13.28,32,5,MA
O128294,2024-06-30,Beleza,12.75,4.67,1,Pix,11,Não,12.75,3.97,23,1,CE
O128727,2024-06-30,Eletrônicos,321.6,115.22,1,Cartão de Crédito,5,Não,289.44,9.11,55,5,PR
O129457,2024-06-30,Eletrônicos,3010.54,984.12,2,Boleto,3,Não,6021.08,19.08,40,4,RJ
O129648,2024-06-30,Vestuário,71.98,40.41,1,Cartão de Crédito,2,Não,71.98,8.44,39,4,SP
O131431,2024-06-30,Alimentos,4.83,2.29,1,Pix,5,Não,4.83,3.1,39,3,SC
O132912,2024-06-30,Eletrônicos,544.45,319.49,1,Cartão de Débito,7,Não,517.23,8.47,33,4,RR
O133819,2024-06-30,Beleza,142.98,90.09,1,Cartão de Débito,5,Não,142.98,08.09,43,4,SC
O100359,2024-06-29,Brinquedos,10.74,5.27,1,Pix,2,Não,10.2,4.62,30,5,SP
O100477,2024-06-29,Brinquedos,126.31,81.98,4,Cartão de Crédito,3,Não,505.24,11.28,50,5,MG
O100689,2024-06-29,Esportes,117.54,40.83,3,Pix,5,Não,352.62,13.64,40,4,RS
O101068,2024-06-29,Esportes,286.11,120.47,1,Cartão de Débito,4,Não,286.11,12.97,30,4,SC
O101403,2024-06-29,Vestuário,27.56,17.41,2,Pix,5,Não,46.85,5.88,24,5,SC
O101675,2024-06-29,Vestuário,37.7,17.12,1,Cartão de Débito,4,Não,37.7,6.6,35,3,MG
O101840,2024-06-29,Eletrônicos,440.89,219.99,4,Pix,4,Não,1763.56,14.15,31,4,SP
O102232,2024-06-29,Eletrônicos,2098.18,872.09,1,Pix,11,Não,1993.27,15.95,22,1,PB
O102995,2024-06-29,Beleza,10.57,4.82,1,Cartão de Débito,5,Não,10.57,02.03,19,4,SC
O103177,2024-06-29,Esportes,316.09,216.84,1,Cartão de Crédito,3,Não,316.09,7.15,39,5,SP
O103408,2024-06-29,Brinquedos,107.24,40.55,5,Cartão de Débito,3,Não,536.2,12.12,24,4,SP
O103586,2024-06-29,Brinquedos,83.21,45.59,2,Cartão de Débito,6,Não,166.42,11.64,27,4,MT
O104194,2024-06-29,Beleza,54.41,25.19,1,Pix,7,Não,51.69,7.67,34,4,ES
O104573,2024-06-29,Alimentos,11.38,4.44,3,Cartão de Crédito,5,Não,34.14,6.18,36,4,RJ
O107327,2024-06-29,Brinquedos,18.24,11.94,1,Boleto,4,Não,18.24,7.23,38,4,SP
O108246,2024-06-29,Esportes,121.76,84.88,1,Cartão de Crédito,3,Não,115.67,10.68,31,5,SP
O108334,2024-06-29,Beleza,122.78,47.62,1,Cartão de Crédito,4,Não,116.64,10.23,18,5,SP
O109419,2024-06-29,Esportes,135.77,77.04,1,Cartão de Crédito,6,Não,135.77,9.65,27,4,RS
O110055,2024-06-29,Vestuário,28.02,13.44,1,Cartão de Crédito,5,Não,28.02,9.55,23,5,RS
O110617,2024-06-29,Alimentos,11.2,7.72,1,Cartão de Crédito,8,Não,11.2,1.21,30,5,PR
O111250,2024-06-29,Esportes,294.21,146.11,1,Pix,7,Não,250.08,8.93,18,5,SC
O113301,2024-06-29,Beleza,242.27,85.13,1,Cartão de Crédito,2,Não,230.16,7.54,37,5,SP
O115344,2024-06-29,Brinquedos,49.16,16.22,3,Cartão de Crédito,2,Não,125.36,14.14,29,5,SP
O115564,2024-06-29,Eletrônicos,2019.53,1077.07,3,Cartão de Débito,3,Não,6058.59,18.45,35,5,RJ
O116631,2024-06-29,Eletrônicos,367.76,217.43,1,Pix,2,Não,367.76,8.74,34,5,SP
O117340,2024-06-29,Vestuário,67.1,26.12,1,Pix,3,Não,67.1,10.02,29,5,SP
O117725,2024-06-29,Alimentos,10.27,4.17,1,Cartão de Débito,6,Não,10.27,3.42,26,4,PR
O119617,2024-06-29,Brinquedos,11.83,4.66,1,Pix,9,Não,11.83,2.44,36,5,PE
O121896,2024-06-29,Beleza,50.45,32.1,4,Pix,9,Não,201.8,10.82,21,3,BA
O122707,2024-06-29,Alimentos,3.25,1.66,1,Cartão de Débito,13,Não,3.25,4.82,18,1,PE
O123043,2024-06-29,Brinquedos,83.93,51.65,2,Pix,6,Não,167.86,08.08,42,4,PR
O125438,2024-06-29,Brinquedos,133.95,79.34,5,Pix,5,Não,636.26,12.76,35,5,SC
O125633,2024-06-29,Vestuário,143.12,76.86,1,Cartão de Crédito,2,Não,121.65,8.33,32,5,SP
O126588,2024-06-29,Eletrônicos,1272.68,418.36,1,Pix,10,Não,1018.14,19.22,36,2,RR
O129308,2024-06-29,Vestuário,190.12,86.46,1,Cartão de Crédito,5,Não,190.12,6.63,43,5,SP
O129934,2024-06-29,Esportes,376.0,165.71,3,Pix,4,Não,1128.0,15.5,42,4,SP
O130113,2024-06-29,Vestuário,51.47,29.99,1,Cartão de Crédito,3,Não,43.75,6.79,34,5,SP
O132049,2024-06-29,Moradia,119.03,51.22,1,Cartão de Crédito,9,Não,119.03,8.6,44,4,RO
O132437,2024-06-29,Brinquedos,25.01,16.15,1,Cartão de Crédito,8,Não,25.01,6.74,50,4,AP
O132739,2024-06-29,Moradia,234.38,138.51,1,Cartão de Débito,14,Não,234.38,14.73,28,1,CE
O134048,2024-06-29,Eletrônicos,166.14,62.87,1,Pix,8,Não,132.91,12.16,52,5,RS
O100079,2024-06-28,Alimentos,18.79,11.58,4,Cartão de Crédito,2,Não,75.16,7.11,25,4,MG
O100279,2024-06-28,Eletrônicos,161.71,103.77,2,Cartão de Crédito,9,Não,291.08,9.52,33,4,RO
O100996,2024-06-28,Moradia,51.84,31.99,1,Cartão de Débito,6,Não,49.25,8.3,18,4,SC
O101456,2024-06-28,Vestuário,192.32,118.79,1,Cartão de Crédito,9,Não,192.32,9.37,27,4,PB
O101644,2024-06-28,Vestuário,357.25,128.34,2,Cartão de Débito,3,Não,571.6,17.93,45,5,SP
O101868,2024-06-28,Moradia,203.45,99.25,1,Cartão de Débito,2,Não,203.45,11.67,33,5,SP
O102117,2024-06-28,Alimentos,55.1,26.09,1,Cartão de Débito,6,Não,55.1,6.19,25,5,GO
O103588,2024-06-28,Beleza,85.23,44.59,3,Cartão de Crédito,4,Não,255.69,10.71,41,4,SP
O104006,2024-06-28,Vestuário,41.16,13.99,1,Boleto,12,Não,41.16,4.45,48,3,RN
O104384,2024-06-28,Beleza,55.17,29.39,1,Cartão de Crédito,2,Não,52.41,3.23,19,5,MG
O106853,2024-06-28,Moradia,331.58,228.44,2,Pix,13,Não,630.0,10.73,37,1,MA
O107302,2024-06-28,Brinquedos,69.0,36.38,1,Cartão de Débito,1,Sim,58.65,4.24,42,4,SP
O107758,2024-06-28,Brinquedos,32.16,10.38,2,Cartão de Débito,4,Não,61.1,05.07,29,5,SC
O108292,2024-06-28,Beleza,138.47,60.43,1,Pix,5,Não,131.55,08.06,18,4,MG
O110429,2024-06-28,Moradia,50.12,33.0,1,Cartão de Débito,5,Sim,50.12,4.5,33,5,RS
O110544,2024-06-28,Vestuário,362.51,120.55,1,Cartão de Crédito,3,Não,362.51,12.21,40,5,MG
O111031,2024-06-28,Eletrônicos,674.7,347.19,1,Cartão de Débito,14,Não,674.7,8.22,32,2,SE
O111223,2024-06-28,Brinquedos,49.09,30.07,3,Pix,5,Não,132.54,12.04,25,4,SC
O111450,2024-06-28,Vestuário,51.34,16.72,1,Cartão de Crédito,2,Não,51.34,6.67,29,4,SP
O111524,2024-06-28,Eletrônicos,2499.49,1311.48,1,Cartão de Crédito,13,Não,2124.57,14.95,28,2,PA
O112042,2024-06-28,Beleza,68.07,44.08,4,Cartão de Crédito,3,Não,272.28,7.72,28,4,SP
O112076,2024-06-28,Esportes,82.82,46.04,1,Cartão de Débito,3,Não,74.54,7.59,57,5,RJ
O112206,2024-06-28,Moradia,220.46,132.09,1,Cartão de Crédito,4,Não,198.41,10.86,18,4,SP
O112432,2024-06-28,Eletrônicos,925.38,281.81,1,Cartão de Débito,6,Não,879.11,16.64,57,5,PA
O112576,2024-06-28,Eletrônicos,144.1,69.38,1,Cartão de Débito,3,Não,122.48,10.85,26,5,SP
O112758,2024-06-28,Beleza,45.86,22.44,3,Boleto,2,Não,137.58,9.98,18,4,SP
O113071,2024-06-28,Vestuário,117.56,69.38,1,Cartão de Crédito,4,Sim,117.56,11.16,26,3,MT
O113476,2024-06-28,Vestuário,18.84,9.85,1,Cartão de Crédito,8,Não,18.84,5.99,34,4,CE
O113541,2024-06-28,Moradia,52.16,29.1,1,Cartão de Crédito,5,Não,46.94,10.99,26,3,SP
O113709,2024-06-28,Vestuário,174.67,100.44,4,Pix,11,Não,698.68,9.11,44,2,BA
O114836,2024-06-28,Vestuário,90.44,38.33,2,Cartão de Crédito,3,Sim,180.88,7.82,42,5,MT
O115495,2024-06-28,Brinquedos,7.7,5.17,1,Pix,3,Não,7.7,0.0,32,5,SP
O116562,2024-06-28,Beleza,150.93,58.68,1,Cartão de Crédito,10,Não,143.38,8.97,24,2,PE
O116700,2024-06-28,Eletrônicos,1393.59,456.69,2,Cartão de Crédito,2,Não,2647.82,16.91,36,4,MG
O117080,2024-06-28,Esportes,299.07,187.86,3,Cartão de Crédito,6,Não,807.49,9.41,33,5,PR
O117431,2024-06-28,Brinquedos,22.43,8.72,1,Cartão de Crédito,1,Não,22.43,05.03,21,5,MG
O117666,2024-06-28,Brinquedos,57.92,26.52,1,Boleto,6,Não,57.92,5.33,29,5,SC
O119774,2024-06-28,Vestuário,31.15,15.48,2,Cartão de Crédito,1,Não,62.3,9.43,42,5,SP
O120482,2024-06-28,Vestuário,112.37,36.78,2,Pix,10,Não,213.5,11.72,33,1,BA
O121114,2024-06-28,Esportes,183.05,120.52,1,Cartão de Crédito,3,Não,183.05,7.67,28,5,SP
O121276,2024-06-28,Vestuário,40.13,13.99,1,Cartão de Crédito,4,Não,40.13,3.29,33,5,RJ
O122930,2024-06-28,Esportes,396.11,125.34,1,Pix,4,Não,396.11,10.38,26,4,SP
O123690,2024-06-28,Moradia,722.88,406.33,1,Cartão de Crédito,10,Não,686.74,9.5,31,1,PE
O123930,2024-06-28,Esportes,508.64,203.6,4,Pix,3,Não,1831.1,10.07,25,5,SP
O123948,2024-06-28,Eletrônicos,201.04,71.74,1,Cartão de Crédito,4,Não,190.99,6.32,34,3,RJ
O124638,2024-06-28,Alimentos,7.13,4.99,1,Pix,2,Não,7.13,4.42,29,4,RJ
O124688,2024-06-28,Eletrônicos,2017.27,1204.26,1,Pix,7,Sim,1916.41,19.68,18,3,BA
O125493,2024-06-28,Eletrônicos,288.39,163.76,1,Boleto,3,Não,288.39,16.9,43,5,MG
O125686,2024-06-28,Vestuário,274.19,139.14,1,Pix,10,Não,233.06,12.32,46,3,CE
O126846,2024-06-28,Eletrônicos,937.04,463.39,4,Pix,4,Não,3748.16,19.05,40,3,SP
O127365,2024-06-28,Vestuário,197.8,99.13,1,Cartão de Crédito,2,Não,197.8,15.3,44,5,SP
O130577,2024-06-28,Vestuário,94.66,65.23,1,Cartão de Crédito,3,Não,94.66,7.53,23,5,MG
O131402,2024-06-28,Moradia,60.05,33.03,1,Pix,9,Não,42.04,6.4,34,5,RN
O132406,2024-06-28,Moradia,1347.19,936.47,1,Cartão de Débito,2,Não,1347.19,13.49,43,5,SP
O133284,2024-06-28,Eletrônicos,1439.85,804.81,1,Cartão de Débito,5,Não,1367.86,19.52,19,3,SP
O100735,2024-06-27,Moradia,314.08,147.57,1,Boleto,3,Não,314.08,17.81,23,5,SP
O101543,2024-06-27,Moradia,146.6,92.64,1,Cartão de Crédito,7,Não,139.27,10.99,35,4,PR
O101609,2024-06-27,Beleza,16.11,8.0,1,Cartão de Débito,2,Não,16.11,5.42,35,5,RJ
